product_id,product_name,category,brand,price,discount,rating,stock,weight_g,color,created_at,updated_at,is_deleted
P00156,Keyboard,ELECTRONICS,Dell,4897.47,30,5,17,,White,2024-06-04 06:13:10,2024-12-24 15:08:51,1
P00157,keyboard,Gadgets,S@msung,3610.09,50,1,,,White,2024-06-26 23:14:13,2024-10-01 13:50:44,0
P00158,,,Dell,4543.69,0,1,,1316,Blue,2024-02-14 16:50:31,2024-05-10 01:44:49,1
P00159,Tablet,Accessories,dell,2051.34,0,4,,2416,Blue,2024-12-08 18:07:49,2024-08-12 15:31:23,1
P00160,,Home,DELL,2172.64,30,5,11,,Grey,2024-04-11 05:20:56,2024-03-12 02:55:14,1
P00161,Phone,Home,,4306.85,10,2,,,Grey,2024-02-11 20:35:43,2024-03-09 13:09:06,0
P00162,,home,HP,1314.21,0,3,,,Grey,2024-01-23 09:01:40,2024-09-22 11:28:28,0
P00163,,Home,sony,2796.53,10,1,497,,Black,2024-04-04 07:20:14,2024-11-19 08:08:57,1
P00164,Mouse,Electronics,apple,1702.47,0,2,,,,2024-08-23 13:23:14,2024-04-03 13:30:08,0
P00165,Keybo@rd,Home,samsung,3400.23,10,2,,,White,2024-04-24 07:31:37,2024-10-16 23:10:13,1
P00166,B@g,gadgets,Dell,4761.89,0,2,,245,grey,2024-09-14 11:12:44,2024-12-30 22:31:43,1
P00167,,Home,sony,4505.86,20,,340,646,White,2024-03-14 01:10:15,2024-07-03 09:30:15,1
P00168,Phone,Electronics,Apple,1420.58,50,1,69,,White,2024-09-30 21:43:02,2024-09-14 00:20:40,0
P00169,,Gadgets,SONY,649.6,0,2,,2637,Grey,2024-05-04 19:13:09,2024-08-21 16:32:21,1
P00170,MONITOR,,HP,4796.79,0,4,,,Black,2024-06-18 11:18:38,2024-05-10 04:30:03,1
P00171,L@ptop,ACCESSORIES,Generic,490.61,30,3,,344,Red,2024-10-18 16:31:46,2024-04-19 21:25:21,0
P00172,Phone,gadgets,samsung,1559.19,50,1,8,1647,RED,2024-08-31 23:36:32,2024-10-07 22:41:21,0
P00173,CAMERA,Accessories,,4022.64,0,3,,305,Grey,2024-06-19 18:55:29,2024-10-06 12:04:16,1
P00174,Laptop,Accessories,samsung,4671.97,0,1,111,,WHITE,2024-12-03 20:30:22,2024-03-13 01:12:21,0
P00175,Camera,OFFICE,generic,2549.04,0,,,,White,2024-08-09 04:47:37,2024-10-05 13:55:44,1
P00176,Monitor,HOME,HP,4354.18,30,5,4,,Grey,2024-07-21 11:28:13,2024-12-08 17:16:06,0
P00177,bag,Electronics,Dell,3777.09,0,4,,3236,White,2024-10-06 10:27:59,2024-08-27 17:27:30,0
P00178,Laptop,accessories,Dell,2097.14,0,3,306,865,Bl@ck,2024-08-20 11:50:16,2024-07-03 00:02:15,0
P00179,,Accessories,apple,1509.31,10,2,412,3074,Black,2024-08-23 18:29:51,2024-12-19 01:39:15,0
P00180,,,Generic,4963.45,50,,,,Grey,2024-07-02 09:53:07,2024-05-15 00:13:26,0
P00181,tablet,office,sony,1082.58,50,5,,,Black,2024-12-15 10:47:47,2024-06-28 01:49:18,1
P00182,Bag,accessories,GENERIC,3825.34,20,3,198,,red,2024-10-04 16:28:00,2024-12-27 13:06:48,1
P00183,T@blet,Home,HP,4051.01,20,3,,,Red,2024-07-21 12:20:31,2024-10-21 03:13:42,0
P00184,,Office,S@msung,4224.87,10,5,,,Grey,2024-01-10 20:03:13,2024-02-12 23:14:26,0
P00185,TABLET,,sony,2051.87,0,3,214,894,RED,2024-04-22 02:30:35,2024-09-22 16:19:18,1
P00186,PHONE,ELECTRONICS,samsung,2929.41,0,3,42,4035,Blue,2024-10-22 18:59:28,2024-10-21 14:39:08,0
P00187,BAG,Gadgets,Apple,1820.04,20,2,,4095,Blue,2024-08-13 02:00:58,2024-06-02 00:20:16,0
P00188,Keyboard,G@dgets,Sony,4532.7,0,5,,726,BLUE,2024-06-28 12:43:48,2024-01-29 19:58:05,0
P00189,Phone,home,,2184.65,50,,233,3689,Black,2024-10-20 11:08:14,2024-07-23 05:08:56,1
P00190,B@g,Electronics,GENERIC,3540.16,0,4,38,4495,White,2024-06-21 02:09:39,2024-01-16 17:01:33,1
P00191,Mouse,home,Sony,4346.53,10,,340,1892,Red,2024-04-30 21:58:55,2024-11-22 16:40:34,0
P00192,,G@dgets,S@msung,830.84,50,5,,3321,Grey,2024-02-15 18:10:09,2024-11-24 02:41:22,1
P00193,MOUSE,,Dell,4968.14,10,5,419,2640,,2024-06-08 17:24:10,2024-12-11 11:14:15,1
P00194,,OFFICE,HP,497.55,10,2,,,Grey,2024-02-25 20:52:54,2024-09-03 20:45:00,1
P00195,Mouse,Electronics,Samsung,1177.07,0,1,5,,White,2024-08-27 01:26:19,2024-10-09 10:52:38,0
P00196,,OFFICE,Sony,3249.51,0,3,,,GREY,2024-09-26 22:21:43,2024-01-25 15:59:22,1
P00197,Mouse,Office,generic,2272.51,0,,16,,Blue,2024-03-28 16:16:02,2024-03-26 17:05:03,0
P00198,Phone,Office,Sony,1444.08,10,,,,white,2024-04-10 12:52:58,2024-10-18 17:46:18,0
P00199,Mouse,G@dgets,APPLE,3195.26,0,1,14,3112,GREY,2024-10-18 23:18:55,2024-06-27 16:04:16,0
P00200,Bag,,sony,797.12,30,,365,,GREY,2024-08-07 21:58:52,2024-02-08 03:07:56,0
P00201,mouse,Gadgets,Sony,3058.95,30,5,388,,Blue,2024-01-23 09:04:25,2024-10-09 18:21:34,1
P00202,Monitor,Office,Apple,1643.6,30,4,,4358,WHITE,2024-08-16 13:51:52,2024-10-13 19:22:12,0
P00203,tablet,Electronics,Dell,3241.23,20,2,323,,grey,2024-02-12 13:27:01,2024-10-16 19:54:38,1
P00204,Laptop,office,Samsung,4316,10,2,,,White,2024-05-19 19:11:16,2024-09-09 18:16:36,1
P00205,Mouse,office,Generic,3161.24,50,3,290,,,2024-08-12 09:11:49,2024-06-26 15:04:16,1
P00206,,,S@msung,3578.32,0,1,,,,2024-06-03 08:17:53,2024-12-02 07:13:51,0
P00207,PHONE,Gadgets,sony,2192.88,10,,,,Black,2024-01-19 20:56:34,2024-11-06 04:03:52,0
P00208,,Office,Generic,4598.21,50,,430,,Red,2024-11-20 06:56:54,2024-12-29 04:22:12,0
P00209,Laptop,OFFICE,SONY,2528.26,10,5,395,,Bl@ck,2024-12-22 16:43:21,2024-04-03 11:34:44,0
P00210,tablet,electronics,,929.49,0,5,293,,Grey,2024-12-10 15:43:59,2024-07-19 15:28:35,0
P00211,T@blet,GADGETS,Samsung,3811.37,50,2,253,,Blue,2024-04-03 17:20:38,2024-09-23 20:07:41,0
P00212,T@blet,Gadgets,Samsung,3833.3,30,3,334,,Red,2024-12-25 06:39:55,2024-05-20 17:29:25,0
P00213,Keyboard,Home,Samsung,4542.5,50,,126,,White,2024-03-03 10:39:06,2024-11-28 03:47:16,0
P00214,,Gadgets,,3572.32,30,2,390,784,,2024-11-07 16:33:27,2024-02-01 14:21:42,0
P00215,KEYBOARD,Office,,2195.21,10,2,,2436,Black,2024-11-19 15:04:00,2024-09-14 18:53:29,0
P00216,mouse,G@dgets,dell,2799.8,0,,,4067,grey,2024-07-23 22:14:02,2024-09-07 10:13:56,0
P00217,Laptop,Accessories,Sony,3937.69,10,,,,,2024-09-09 10:41:27,2024-03-07 15:17:55,0
P00218,Laptop,Accessories,,1333.57,0,1,303,,Grey,2024-02-21 07:26:18,2024-05-20 15:39:52,1
P00219,Tablet,Office,hp,3059.84,50,1,57,,White,2024-08-10 03:51:28,2024-04-16 16:17:29,0
P00220,Laptop,,Dell,2936.55,50,5,209,4580,Black,2024-01-25 16:54:32,2024-01-03 18:02:33,1
P00221,B@g,Electronics,Samsung,1578.15,30,5,,2247,,2024-11-18 11:57:05,2024-06-24 08:07:16,0
P00222,KEYBOARD,Home,DELL,2227.9,30,2,,3656,GREY,2024-05-30 22:53:47,2024-02-17 05:20:51,0
P00223,laptop,office,SONY,4185.07,0,4,,1671,BLACK,2024-05-01 20:46:22,2024-05-27 19:06:02,0
P00224,Camera,GADGETS,generic,4250.23,10,,,,White,2024-01-27 13:48:33,2024-04-08 08:03:29,0
P00225,,Accessories,Apple,4439.41,50,3,,1046,Black,2024-04-14 08:22:51,2024-06-28 19:16:05,0
P00226,Keyboard,ACCESSORIES,Samsung,4522.89,20,1,469,704,white,2024-05-20 12:04:03,2024-04-22 16:30:37,0
P00227,Monitor,Office,Apple,3774.03,0,1,392,,,2024-02-01 12:45:44,2024-04-04 21:35:43,1
P00228,,,Samsung,503.72,10,2,,3354,Blue,2024-05-04 21:37:11,2024-02-17 17:12:05,0
P00229,,,Generic,740.91,0,3,256,1773,GREY,2024-06-19 13:09:49,2024-10-22 02:21:17,1
P00230,mouse,Electronics,hp,602.89,20,4,143,1852,Blue,2024-02-24 17:09:52,2024-11-02 09:31:30,0
P00231,keyboard,,Dell,3457.77,30,,232,,White,2024-08-31 15:42:46,2024-02-04 20:48:43,0
P00232,,Gadgets,S@msung,4448.73,30,5,,,red,2024-05-29 05:46:19,2024-05-27 21:53:38,0
P00233,,Accessories,Apple,1572.46,30,3,49,,grey,2024-02-09 16:16:48,2024-07-14 00:25:43,0
P00234,Tablet,Home,HP,1499.51,20,,,,BLUE,2024-04-24 08:21:58,2024-10-12 21:35:39,0
P00235,Phone,Office,Generic,3541.33,0,4,,4536,red,2024-01-01 00:38:14,2024-09-13 13:41:21,1
P00236,Camera,Home,Dell,1077.39,0,,,387,black,2024-03-28 11:25:51,2024-05-08 08:57:16,1
P00237,,Office,Apple,1512.18,0,,,4398,white,2024-05-16 02:25:49,2024-04-03 12:06:21,0
